5641062.390036,6159195.328034
5649103.748251,6164474.105985
5649529.779193,6164800.184683
5650667.982452,6165795.75895
5652615.16337,6167517.915313
5652759.042825,6167707.033898
5652596.237072,6168099.272226
5650591.771749,6172646.717244
5641895.99086,6178954.593633
5641809.475758,6179014.752533
5641745.173494,6179045.991419
5641677.944492,6179058.470781
5641609.16379,6179049.630319
5641474.564018,6179016.551166
5637869.524473,6176611.943021
5637739.654117,6176514.047648
5637677.32518,6176459.563136
5637605.011819,6176331.452683
5634971.87767,6169739.014862
5634812.135195,6169334.535883
5634791.866989,6169217.809974
5634783.640249,6169095.747556
5634783.640249,6169007.43779
5634788.21275,6168606.809267
5634814.388303,6167573.292324
5634908.634476,6165293.323816
5634920.082951,6165118.559042
5634968.391705,6164976.965136
5635018.739086,6164882.541447
5635089.122318,6164812.232034
5635231.246484,6164670.257016
5638034.467201,6162006.349271
5640914.285042,6159304.638197
5641062.390036,6159195.328034
